FIR_Number,Crime_Type,District,Police_Station,Latitude,Longitude,Date,Status,IPC_Sections,Risk_Level,AI_Confidence,Prediction_Flag
KSP/BEL/2025/03506,MISSING PERSON,Belagavi,Camp PS,15.8358,74.5294,2025-04-15 14:53:00,Closed,Sec 363 IPC,Medium,97.4,Standard Monitoring
KSP/MYS/2024/03507,MOTOR VEHICLE ACCIDENTS NON-FATAL,Mysuru,Lashkar PS,12.2865,76.5899,2024-06-21 14:46:00,Pending,"Sec 279, 337 IPC",Medium,91.0,Standard Monitoring
KSP/KAL/2025/03508,CYBER CRIME & FRAUD,Kalaburagi,Station Bazar,17.3603,76.9078,2025-08-18 11:50:00,Charge Sheeted,"Sec 66D IT Act, 420 IPC",High,93.7,High Risk Zone
KSP/RAM/2026/03509,HURT / ASSAULT,Ramanagara,Magadi,12.7733,77.2876,2026-01-23 03:23:00,Investigating,"Sec 323, 324, 504 IPC",High,85.9,High Risk Zone
KSP/BEN/2025/03510,BURGLARY / HOUSE BREAKING,Bengaluru City,Jayanagar,12.9272,77.5304,2025-06-15 17:26:00,Pending,"Sec 454, 457, 380 IPC",High,92.3,High Risk Zone
KSP/BEN/2025/03511,THEFT,Bengaluru City,Hebbal,12.9735,77.6084,2025-11-19 03:28:00,Pending,Sec 379 IPC,Medium,90.8,Standard Monitoring
KSP/BEN/2024/03512,CrPC OFFENCES,Bengaluru City,Hebbal,12.936,77.5181,2024-03-16 00:02:00,Closed,"Sec 107, 151 CrPC",Low,94.2,Standard Monitoring
KSP/HUB/2025/03513,HURT / ASSAULT,Hubballi-Dharwad,Gokul Road,15.3572,75.1368,2025-02-06 02:36:00,Closed,"Sec 323, 324, 504 IPC",High,86.1,High Risk Zone
KSP/MAN/2025/03514,MOTOR VEHICLE ACCIDENTS NON-FATAL,Mandya,East PS,12.5081,76.8803,2025-09-03 22:50:00,Charge Sheeted,"Sec 279, 337 IPC",Medium,88.3,Standard Monitoring
KSP/MAN/2024/03515,CYBER CRIME & FRAUD,Mangaluru,Urwa,12.9711,74.9084,2024-06-04 00:31:00,Pending,"Sec 66D IT Act, 420 IPC",High,94.0,High Risk Zone
KSP/BEN/2024/03516,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Whitefield,12.9061,77.6217,2024-12-05 12:55:00,Charge Sheeted,"Sec 279, 337 IPC",Medium,98.0,Standard Monitoring
KSP/VIJ/2026/03517,CrPC OFFENCES,Vijayanagara,Hospet Town,15.255,76.4113,2026-05-29 02:57:00,Investigating,"Sec 107, 151 CrPC",Low,90.7,Standard Monitoring
KSP/VIJ/2024/03518,HURT / ASSAULT,Vijayanagara,Harapanahalli,15.2512,76.4029,2024-08-05 06:30:00,Closed,"Sec 323, 324, 504 IPC",High,97.5,High Risk Zone
KSP/DAV/2026/03519,NARCOTICS (NDPS),Davanagere,Vidyanagar,14.4969,75.8892,2026-02-10 16:03:00,Closed,"Sec 20(b), 22 NDPS Act",Critical,87.2,High Risk Zone
KSP/BEN/2024/03520,THEFT,Bengaluru Dist,Nelamangala,13.1077,77.5663,2024-08-21 08:44:00,Investigating,Sec 379 IPC,Medium,90.6,Standard Monitoring
KSP/UDU/2024/03521,HURT / ASSAULT,Udupi,Malpe,13.3977,74.7732,2024-09-22 01:53:00,Closed,"Sec 323, 324, 504 IPC",High,85.1,High Risk Zone
KSP/CHI/2025/03522,MISSING PERSON,Chikkaballapura,Chintamani,13.439,77.763,2025-07-13 22:59:00,Charge Sheeted,Sec 363 IPC,Medium,90.0,Standard Monitoring
KSP/UDU/2025/03523,HURT / ASSAULT,Udupi,Town PS,13.3907,74.813,2025-09-17 14:34:00,Closed,"Sec 323, 324, 504 IPC",High,86.9,High Risk Zone
KSP/MAN/2025/03524,MOTOR VEHICLE ACCIDENTS NON-FATAL,Mangaluru,Urwa,12.8997,74.9152,2025-02-23 00:58:00,Pending,"Sec 279, 337 IPC",Medium,89.0,Standard Monitoring
KSP/TUM/2024/03525,CYBER CRIME & FRAUD,Tumakuru,Town PS,13.3344,77.1359,2024-04-24 02:12:00,Closed,"Sec 66D IT Act, 420 IPC",High,95.8,High Risk Zone
KSP/MYS/2025/03526,BURGLARY / HOUSE BREAKING,Mysuru,Devaraja PS,12.3174,76.726,2025-10-31 07:48:00,Charge Sheeted,"Sec 454, 457, 380 IPC",High,95.1,High Risk Zone
KSP/BEL/2024/03527,HURT / ASSAULT,Belagavi,Gokak,15.843,74.5568,2024-10-29 03:48:00,Closed,"Sec 323, 324, 504 IPC",High,97.5,High Risk Zone
KSP/BEN/2024/03528,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Hebbal,13.0356,77.6304,2024-09-20 05:25:00,Charge Sheeted,"Sec 279, 337 IPC",Medium,88.5,Standard Monitoring
KSP/BEN/2024/03529,KPA 1963 VIOLATIONS,Bengaluru Dist,Doddaballapura,13.1062,77.5926,2024-05-30 22:33:00,Closed,"Sec 78, 87 KPA",Low,94.3,Standard Monitoring
KSP/HUB/2026/03530,MOTOR VEHICLE ACCIDENTS NON-FATAL,Hubballi-Dharwad,Gokul Road,15.332,75.1491,2026-02-09 17:51:00,Pending,"Sec 279, 337 IPC",Medium,96.8,Standard Monitoring
KSP/BAG/2026/03531,BURGLARY / HOUSE BREAKING,Bagalkote,Town PS,16.1368,75.7547,2026-02-06 03:34:00,Solved,"Sec 454, 457, 380 IPC",High,89.0,High Risk Zone
KSP/MYS/2026/03532,MOTOR VEHICLE ACCIDENTS NON-FATAL,Mysuru,Devaraja PS,12.2972,76.6881,2026-06-15 16:05:00,Pending,"Sec 279, 337 IPC",Medium,97.9,Standard Monitoring
KSP/SHI/2026/03533,CrPC OFFENCES,Shivamogga,Bhadravathi,13.9104,75.6381,2026-03-16 18:56:00,Charge Sheeted,"Sec 107, 151 CrPC",Low,97.8,Standard Monitoring
KSP/KOL/2026/03534,HURT / ASSAULT,Kolar,Town PS,13.1289,78.2064,2026-06-23 14:25:00,Investigating,"Sec 323, 324, 504 IPC",High,90.3,High Risk Zone
KSP/RAM/2025/03535,ROBBERY / DACOITY,Ramanagara,Ijoor PS,12.7079,77.3362,2025-01-27 00:10:00,Solved,"Sec 392, 395 IPC",Critical,90.9,High Risk Zone
KSP/BEN/2025/03536,ROBBERY / DACOITY,Bengaluru City,Whitefield,13.021,77.6212,2025-08-26 09:38:00,Investigating,"Sec 392, 395 IPC",Critical,91.0,High Risk Zone
KSP/BEL/2026/03537,THEFT,Belagavi,Camp PS,15.7982,74.4406,2026-02-23 08:06:00,Pending,Sec 379 IPC,Medium,86.4,Standard Monitoring
KSP/BEL/2024/03538,HURT / ASSAULT,Belagavi,Khade Bazar,15.808,74.4525,2024-05-14 02:11:00,Charge Sheeted,"Sec 323, 324, 504 IPC",High,97.4,High Risk Zone
KSP/BEN/2025/03539,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Jayanagar,12.9574,77.6177,2025-10-10 16:15:00,Charge Sheeted,"Sec 279, 337 IPC",Medium,90.9,Standard Monitoring
KSP/BEN/2024/03540,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Jayanagar,12.9962,77.6045,2024-05-21 10:43:00,Investigating,"Sec 279, 337 IPC",Medium,96.5,Standard Monitoring
KSP/UTT/2026/03541,CYBER CRIME & FRAUD,Uttara Kannada,Dandeli,14.8086,74.0595,2026-04-10 14:17:00,Pending,"Sec 66D IT Act, 420 IPC",High,91.9,High Risk Zone
KSP/BEN/2025/03542,MISSING PERSON,Bengaluru City,Whitefield,13.0498,77.5919,2025-01-09 22:40:00,Charge Sheeted,Sec 363 IPC,Medium,85.7,Standard Monitoring
KSP/MAN/2026/03543,CrPC OFFENCES,Mangaluru,Urwa,12.884,74.7834,2026-05-18 20:48:00,Solved,"Sec 107, 151 CrPC",Low,92.5,Standard Monitoring
KSP/HUB/2025/03544,MOTOR VEHICLE ACCIDENTS NON-FATAL,Hubballi-Dharwad,Gokul Road,15.2927,75.133,2025-02-09 10:20:00,Closed,"Sec 279, 337 IPC",Medium,96.6,Standard Monitoring
KSP/YAD/2024/03545,MOTOR VEHICLE ACCIDENTS NON-FATAL,Yadgir,Town PS,16.7994,77.1748,2024-11-01 10:27:00,Pending,"Sec 279, 337 IPC",Medium,94.6,Standard Monitoring
KSP/MYS/2026/03546,MOTOR VEHICLE ACCIDENTS NON-FATAL,Mysuru,Nazarbad,12.3422,76.7174,2026-06-28 14:22:00,Investigating,"Sec 279, 337 IPC",Medium,87.3,Standard Monitoring
KSP/CHA/2025/03547,MOTOR VEHICLE ACCIDENTS NON-FATAL,Chamarajanagar,Kollegal,11.981,76.8916,2025-07-29 16:13:00,Closed,"Sec 279, 337 IPC",Medium,93.3,Standard Monitoring
KSP/MYS/2026/03548,CrPC OFFENCES,Mysuru,Lashkar PS,12.3018,76.6315,2026-01-12 01:56:00,Solved,"Sec 107, 151 CrPC",Low,90.7,Standard Monitoring
KSP/BEN/2025/03549,THEFT,Bengaluru City,Whitefield,13.0193,77.5522,2025-08-21 16:25:00,Investigating,Sec 379 IPC,Medium,91.1,Standard Monitoring
KSP/BAL/2026/03550,THEFT,Ballari,Brucepet,15.1611,76.8596,2026-03-18 20:18:00,Charge Sheeted,Sec 379 IPC,Medium,94.9,Standard Monitoring
KSP/HAS/2025/03551,THEFT,Hassan,Arsikere,12.949,76.161,2025-11-21 08:38:00,Charge Sheeted,Sec 379 IPC,Medium,93.9,Standard Monitoring
KSP/MYS/2026/03552,THEFT,Mysuru,Nazarbad,12.2792,76.6489,2026-03-23 05:01:00,Closed,Sec 379 IPC,Medium,96.3,Standard Monitoring
KSP/BEN/2024/03553,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Indiranagar,13.014,77.663,2024-07-26 23:03:00,Charge Sheeted,"Sec 279, 337 IPC",Medium,95.6,Standard Monitoring
KSP/MAN/2026/03554,CrPC OFFENCES,Mangaluru,Barkarke,12.9482,74.7977,2026-02-15 02:16:00,Pending,"Sec 107, 151 CrPC",Low,89.5,Standard Monitoring
KSP/TUM/2026/03555,HURT / ASSAULT,Tumakuru,Sira,13.2602,77.1412,2026-05-28 00:03:00,Solved,"Sec 323, 324, 504 IPC",High,91.6,High Risk Zone
KSP/BEN/2024/03556,HURT / ASSAULT,Bengaluru City,Koramangala,12.9283,77.5255,2024-06-10 03:27:00,Pending,"Sec 323, 324, 504 IPC",High,91.2,High Risk Zone
KSP/BEN/2024/03557,THEFT,Bengaluru City,Electronic City,12.9755,77.62,2024-02-12 06:34:00,Investigating,Sec 379 IPC,Medium,92.1,Standard Monitoring
KSP/KOL/2024/03558,MOTOR VEHICLE ACCIDENTS NON-FATAL,Kolar,Gulpet,13.0801,78.0932,2024-12-01 14:28:00,Closed,"Sec 279, 337 IPC",Medium,92.2,Standard Monitoring
KSP/TUM/2026/03559,KPA 1963 VIOLATIONS,Tumakuru,Town PS,13.3425,77.0633,2026-07-04 10:18:00,Pending,"Sec 78, 87 KPA",Low,92.5,Standard Monitoring
KSP/KOL/2024/03560,MOTOR VEHICLE ACCIDENTS NON-FATAL,Kolar,Gulpet,13.1174,78.0719,2024-12-15 05:05:00,Solved,"Sec 279, 337 IPC",Medium,87.0,Standard Monitoring
KSP/KOD/2024/03561,HURT / ASSAULT,Kodagu,Gonikoppal,12.4009,75.7865,2024-05-12 22:58:00,Closed,"Sec 323, 324, 504 IPC",High,89.6,High Risk Zone
KSP/RAM/2025/03562,MOTOR VEHICLE ACCIDENTS NON-FATAL,Ramanagara,Ijoor PS,12.6925,77.3279,2025-06-24 03:56:00,Charge Sheeted,"Sec 279, 337 IPC",Medium,86.4,Standard Monitoring
KSP/BEN/2025/03563,THEFT,Bengaluru City,Koramangala,12.9897,77.5281,2025-02-16 22:59:00,Closed,Sec 379 IPC,Medium,86.8,Standard Monitoring
KSP/TUM/2025/03564,HURT / ASSAULT,Tumakuru,Town PS,13.2627,77.0558,2025-07-25 12:09:00,Closed,"Sec 323, 324, 504 IPC",High,95.0,High Risk Zone
KSP/TUM/2024/03565,MOTOR VEHICLE ACCIDENTS NON-FATAL,Tumakuru,Sira,13.3666,77.0504,2024-10-10 01:15:00,Pending,"Sec 279, 337 IPC",Medium,92.3,Standard Monitoring
KSP/BEN/2025/03566,NARCOTICS (NDPS),Bengaluru City,Indiranagar,13.0455,77.6698,2025-08-10 19:12:00,Closed,"Sec 20(b), 22 NDPS Act",Critical,86.8,High Risk Zone
KSP/MAN/2024/03567,MOTOR VEHICLE ACCIDENTS NON-FATAL,Mangaluru,Urwa,12.926,74.9093,2024-02-28 11:18:00,Charge Sheeted,"Sec 279, 337 IPC",Medium,86.0,Standard Monitoring
KSP/KAL/2024/03568,KPA 1963 VIOLATIONS,Kalaburagi,Station Bazar,17.2733,76.7742,2024-09-05 09:57:00,Investigating,"Sec 78, 87 KPA",Low,87.3,Standard Monitoring
KSP/BEN/2026/03569,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru Dist,Doddaballapura,13.125,77.5269,2026-05-26 09:26:00,Investigating,"Sec 279, 337 IPC",Medium,97.7,Standard Monitoring
KSP/HUB/2025/03570,KPA 1963 VIOLATIONS,Hubballi-Dharwad,Gokul Road,15.4346,75.1364,2025-02-23 05:29:00,Investigating,"Sec 78, 87 KPA",Low,87.5,Standard Monitoring
KSP/BEN/2026/03571,NARCOTICS (NDPS),Bengaluru City,Koramangala,12.9555,77.6085,2026-01-22 23:23:00,Charge Sheeted,"Sec 20(b), 22 NDPS Act",Critical,91.2,High Risk Zone
KSP/HAV/2025/03572,HURT / ASSAULT,Haveri,Town PS,14.7707,75.4715,2025-01-05 11:01:00,Charge Sheeted,"Sec 323, 324, 504 IPC",High,96.2,High Risk Zone
KSP/SHI/2026/03573,MOTOR VEHICLE ACCIDENTS NON-FATAL,Shivamogga,Tunga Nagar,13.8814,75.6316,2026-06-19 16:53:00,Investigating,"Sec 279, 337 IPC",Medium,95.3,Standard Monitoring
KSP/HAV/2025/03574,MOTOR VEHICLE ACCIDENTS NON-FATAL,Haveri,Byadgi,14.8548,75.3247,2025-08-01 05:55:00,Charge Sheeted,"Sec 279, 337 IPC",Medium,90.9,Standard Monitoring
KSP/UTT/2026/03575,THEFT,Uttara Kannada,Sirsi Town,14.8397,74.0951,2026-01-30 06:40:00,Investigating,Sec 379 IPC,Medium,88.1,Standard Monitoring
KSP/BEN/2025/03576,HURT / ASSAULT,Bengaluru City,Hebbal,12.9851,77.6561,2025-01-27 06:10:00,Investigating,"Sec 323, 324, 504 IPC",High,90.9,High Risk Zone
KSP/TUM/2024/03577,MOTOR VEHICLE ACCIDENTS NON-FATAL,Tumakuru,Tiptur,13.266,77.1165,2024-05-20 21:14:00,Investigating,"Sec 279, 337 IPC",Medium,97.2,Standard Monitoring
KSP/RAI/2025/03578,MOTOR VEHICLE ACCIDENTS NON-FATAL,Raichur,Sadabad,16.1462,77.3574,2025-05-11 02:52:00,Closed,"Sec 279, 337 IPC",Medium,86.4,Standard Monitoring
KSP/BAL/2024/03579,BURGLARY / HOUSE BREAKING,Ballari,Gandhinagar,15.1344,76.9252,2024-12-03 04:04:00,Charge Sheeted,"Sec 454, 457, 380 IPC",High,92.2,High Risk Zone
KSP/TUM/2024/03580,CrPC OFFENCES,Tumakuru,Kyatsandra,13.259,77.0294,2024-11-23 02:29:00,Solved,"Sec 107, 151 CrPC",Low,85.5,Standard Monitoring
KSP/BEN/2024/03581,HURT / ASSAULT,Bengaluru City,Electronic City,13.051,77.6217,2024-08-24 18:12:00,Solved,"Sec 323, 324, 504 IPC",High,90.9,High Risk Zone
KSP/KOP/2024/03582,HURT / ASSAULT,Koppal,Gangavathi,15.4186,76.1874,2024-08-13 10:05:00,Pending,"Sec 323, 324, 504 IPC",High,98.4,High Risk Zone
KSP/BEN/2024/03583,HURT / ASSAULT,Bengaluru Dist,Hosakote,13.061,77.5444,2024-09-05 07:35:00,Investigating,"Sec 323, 324, 504 IPC",High,95.2,High Risk Zone
KSP/HAS/2024/03584,MOTOR VEHICLE ACCIDENTS NON-FATAL,Hassan,Pension Mohalla,12.9527,76.0541,2024-07-10 14:10:00,Charge Sheeted,"Sec 279, 337 IPC",Medium,86.3,Standard Monitoring
KSP/VIJ/2024/03585,NARCOTICS (NDPS),Vijayapura,Gandhi Chowk,16.7522,75.7136,2024-08-04 22:56:00,Charge Sheeted,"Sec 20(b), 22 NDPS Act",Critical,90.9,High Risk Zone
KSP/BEN/2024/03586,KPA 1963 VIOLATIONS,Bengaluru City,Yelahanka,12.9708,77.619,2024-01-17 22:03:00,Investigating,"Sec 78, 87 KPA",Low,86.4,Standard Monitoring
KSP/UTT/2025/03587,KPA 1963 VIOLATIONS,Uttara Kannada,Bhatkal,14.7976,74.0613,2025-05-16 00:43:00,Pending,"Sec 78, 87 KPA",Low,89.3,Standard Monitoring
KSP/BEN/2026/03588,HURT / ASSAULT,Bengaluru City,Cubbon Park,12.9366,77.5325,2026-02-09 05:34:00,Investigating,"Sec 323, 324, 504 IPC",High,92.1,High Risk Zone
KSP/MYS/2024/03589,BURGLARY / HOUSE BREAKING,Mysuru,Devaraja PS,12.2629,76.6772,2024-09-02 20:02:00,Solved,"Sec 454, 457, 380 IPC",High,91.4,High Risk Zone
KSP/VIJ/2024/03590,MOTOR VEHICLE ACCIDENTS NON-FATAL,Vijayapura,Adarsh Nagar,16.829,75.6311,2024-05-31 09:31:00,Charge Sheeted,"Sec 279, 337 IPC",Medium,98.4,Standard Monitoring
KSP/TUM/2024/03591,MOTOR VEHICLE ACCIDENTS NON-FATAL,Tumakuru,Town PS,13.3178,77.1559,2024-03-27 21:38:00,Solved,"Sec 279, 337 IPC",Medium,87.2,Standard Monitoring
KSP/BEL/2024/03592,MOTOR VEHICLE ACCIDENTS NON-FATAL,Belagavi,Khade Bazar,15.8448,74.464,2024-05-15 11:58:00,Closed,"Sec 279, 337 IPC",Medium,98.4,Standard Monitoring
KSP/BEN/2024/03593,KPA 1963 VIOLATIONS,Bengaluru Dist,Hosakote,13.0363,77.5567,2024-05-14 04:58:00,Closed,"Sec 78, 87 KPA",Low,91.7,Standard Monitoring
KSP/BEN/2025/03594,MISSING PERSON,Bengaluru City,Electronic City,12.9146,77.6512,2025-03-27 13:40:00,Solved,Sec 363 IPC,Medium,96.6,Standard Monitoring
KSP/KOD/2026/03595,MISSING PERSON,Kodagu,Kushalnagar,12.4224,75.7273,2026-04-07 06:11:00,Solved,Sec 363 IPC,Medium,93.7,Standard Monitoring
KSP/BEN/2026/03596,KPA 1963 VIOLATIONS,Bengaluru City,Yelahanka,12.9848,77.6504,2026-06-26 09:10:00,Solved,"Sec 78, 87 KPA",Low,87.0,Standard Monitoring
KSP/BEN/2026/03597,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Yelahanka,12.9499,77.6732,2026-02-27 03:29:00,Charge Sheeted,"Sec 279, 337 IPC",Medium,93.1,Standard Monitoring
KSP/BEN/2024/03598,THEFT,Bengaluru Dist,Devanahalli,13.1417,77.5091,2024-03-05 09:58:00,Closed,Sec 379 IPC,Medium,91.1,Standard Monitoring
KSP/BEN/2024/03599,CrPC OFFENCES,Bengaluru City,Yelahanka,12.8924,77.6288,2024-03-02 02:18:00,Charge Sheeted,"Sec 107, 151 CrPC",Low,93.4,Standard Monitoring
KSP/BEN/2024/03600,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Koramangala,12.894,77.5965,2024-07-24 17:15:00,Charge Sheeted,"Sec 279, 337 IPC",Medium,90.3,Standard Monitoring
KSP/VIJ/2024/03601,MOTOR VEHICLE ACCIDENTS NON-FATAL,Vijayanagara,Hospet Town,15.2317,76.4249,2024-01-04 07:40:00,Pending,"Sec 279, 337 IPC",Medium,94.4,Standard Monitoring
KSP/BEN/2024/03602,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Koramangala,13.0229,77.5819,2024-03-24 20:06:00,Pending,"Sec 279, 337 IPC",Medium,95.3,Standard Monitoring
KSP/BAL/2024/03603,HURT / ASSAULT,Ballari,Gandhinagar,15.206,76.8923,2024-07-03 17:43:00,Pending,"Sec 323, 324, 504 IPC",High,88.9,High Risk Zone
KSP/BEN/2024/03604,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru Dist,Hosakote,13.0624,77.5642,2024-12-22 01:44:00,Investigating,"Sec 279, 337 IPC",Medium,96.0,Standard Monitoring
KSP/BEN/2024/03605,CrPC OFFENCES,Bengaluru Dist,Hosakote,13.0693,77.5577,2024-10-12 04:53:00,Charge Sheeted,"Sec 107, 151 CrPC",Low,86.1,Standard Monitoring
KSP/BEN/2025/03606,HURT / ASSAULT,Bengaluru City,Hebbal,12.9366,77.5822,2025-05-01 09:30:00,Pending,"Sec 323, 324, 504 IPC",High,87.9,High Risk Zone
KSP/BEN/2026/03607,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Whitefield,12.9865,77.5444,2026-05-22 00:49:00,Investigating,"Sec 279, 337 IPC",Medium,93.3,Standard Monitoring
KSP/KOD/2025/03608,CrPC OFFENCES,Kodagu,Kushalnagar,12.4274,75.7231,2025-11-07 16:44:00,Pending,"Sec 107, 151 CrPC",Low,93.0,Standard Monitoring
KSP/BEN/2025/03609,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Jayanagar,13.0027,77.6329,2025-10-03 22:15:00,Pending,"Sec 279, 337 IPC",Medium,90.6,Standard Monitoring
KSP/BEN/2026/03610,HURT / ASSAULT,Bengaluru City,Indiranagar,12.9289,77.5881,2026-07-08 16:17:00,Charge Sheeted,"Sec 323, 324, 504 IPC",High,92.7,High Risk Zone
KSP/RAI/2024/03611,KPA 1963 VIOLATIONS,Raichur,Market PS,16.141,77.2668,2024-03-15 19:45:00,Pending,"Sec 78, 87 KPA",Low,91.2,Standard Monitoring
KSP/BEN/2026/03612,CYBER CRIME & FRAUD,Bengaluru City,Electronic City,12.9261,77.5661,2026-03-24 11:49:00,Pending,"Sec 66D IT Act, 420 IPC",High,90.0,High Risk Zone
KSP/MAN/2026/03613,CrPC OFFENCES,Mangaluru,Kadri,12.9458,74.8914,2026-06-22 14:19:00,Pending,"Sec 107, 151 CrPC",Low,95.4,Standard Monitoring
KSP/BEN/2024/03614,MISSING PERSON,Bengaluru City,Cubbon Park,12.9977,77.6632,2024-02-07 21:02:00,Pending,Sec 363 IPC,Medium,98.4,Standard Monitoring
KSP/BEN/2025/03615,KPA 1963 VIOLATIONS,Bengaluru City,Jayanagar,12.9803,77.6571,2025-07-18 07:10:00,Solved,"Sec 78, 87 KPA",Low,97.7,Standard Monitoring
KSP/BEN/2025/03616,CrPC OFFENCES,Bengaluru Dist,Hosakote,13.0377,77.5754,2025-07-27 00:06:00,Pending,"Sec 107, 151 CrPC",Low,88.1,Standard Monitoring
KSP/MAN/2026/03617,HURT / ASSAULT,Mandya,Central PS,12.5655,76.9606,2026-07-05 04:02:00,Pending,"Sec 323, 324, 504 IPC",High,96.4,High Risk Zone
KSP/MAN/2026/03618,KPA 1963 VIOLATIONS,Mangaluru,Barkarke,12.9744,74.8782,2026-05-30 16:08:00,Charge Sheeted,"Sec 78, 87 KPA",Low,93.1,Standard Monitoring
KSP/UDU/2025/03619,HURT / ASSAULT,Udupi,Kundapura,13.2653,74.6986,2025-09-14 08:43:00,Solved,"Sec 323, 324, 504 IPC",High,91.7,High Risk Zone
KSP/BEN/2026/03620,THEFT,Bengaluru City,Jayanagar,12.9662,77.6184,2026-05-30 15:10:00,Solved,Sec 379 IPC,Medium,95.1,Standard Monitoring
KSP/MAN/2024/03621,THEFT,Mangaluru,Surathkal,12.9608,74.9165,2024-07-02 11:33:00,Solved,Sec 379 IPC,Medium,93.9,Standard Monitoring
KSP/BEN/2025/03622,MISSING PERSON,Bengaluru City,Jayanagar,12.9847,77.5187,2025-09-11 21:57:00,Solved,Sec 363 IPC,Medium,90.8,Standard Monitoring
KSP/MYS/2025/03623,MISSING PERSON,Mysuru,KRS Road,12.3352,76.609,2025-09-24 13:45:00,Pending,Sec 363 IPC,Medium,85.4,Standard Monitoring
KSP/BEN/2025/03624,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Yelahanka,12.9126,77.6097,2025-02-11 00:31:00,Charge Sheeted,"Sec 279, 337 IPC",Medium,86.7,Standard Monitoring
KSP/UTT/2025/03625,CrPC OFFENCES,Uttara Kannada,Dandeli,14.7652,74.1211,2025-02-03 23:20:00,Investigating,"Sec 107, 151 CrPC",Low,86.0,Standard Monitoring
KSP/KOL/2025/03626,THEFT,Kolar,Robertsonpet,13.147,78.0944,2025-08-28 17:03:00,Solved,Sec 379 IPC,Medium,87.7,Standard Monitoring
KSP/DAV/2024/03627,MOTOR VEHICLE ACCIDENTS NON-FATAL,Davanagere,Harihar,14.5211,75.9854,2024-05-10 13:48:00,Solved,"Sec 279, 337 IPC",Medium,94.9,Standard Monitoring
KSP/KAL/2024/03628,THEFT,Kalaburagi,Station Bazar,17.2992,76.8152,2024-06-18 10:10:00,Closed,Sec 379 IPC,Medium,90.4,Standard Monitoring
KSP/MAN/2025/03629,HURT / ASSAULT,Mangaluru,Barkarke,12.9185,74.8515,2025-01-27 05:15:00,Pending,"Sec 323, 324, 504 IPC",High,88.5,High Risk Zone
KSP/MAN/2025/03630,MOTOR VEHICLE ACCIDENTS NON-FATAL,Mangaluru,Panambur,12.8534,74.812,2025-03-15 05:52:00,Pending,"Sec 279, 337 IPC",Medium,94.2,Standard Monitoring
KSP/BEN/2026/03631,MISSING PERSON,Bengaluru Dist,Doddaballapura,13.1206,77.5598,2026-03-14 02:22:00,Investigating,Sec 363 IPC,Medium,87.3,Standard Monitoring
KSP/BEN/2025/03632,KPA 1963 VIOLATIONS,Bengaluru City,Indiranagar,12.9299,77.5858,2025-10-01 01:09:00,Charge Sheeted,"Sec 78, 87 KPA",Low,94.2,Standard Monitoring
KSP/DAV/2024/03633,THEFT,Davanagere,Harihar,14.4435,75.9879,2024-01-01 11:55:00,Investigating,Sec 379 IPC,Medium,98.2,Standard Monitoring
KSP/TUM/2025/03634,CrPC OFFENCES,Tumakuru,Sira,13.3912,77.1403,2025-03-25 01:32:00,Closed,"Sec 107, 151 CrPC",Low,92.0,Standard Monitoring
KSP/BEN/2026/03635,CrPC OFFENCES,Bengaluru City,Yelahanka,12.9897,77.6553,2026-04-20 19:34:00,Investigating,"Sec 107, 151 CrPC",Low,98.1,Standard Monitoring
KSP/BEN/2024/03636,CrPC OFFENCES,Bengaluru Dist,Hosakote,13.0305,77.5839,2024-01-15 05:13:00,Solved,"Sec 107, 151 CrPC",Low,92.8,Standard Monitoring
KSP/HUB/2025/03637,CrPC OFFENCES,Hubballi-Dharwad,Vidyagiri,15.3839,75.1637,2025-10-10 00:46:00,Solved,"Sec 107, 151 CrPC",Low,89.7,Standard Monitoring
KSP/BEN/2024/03638,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Hebbal,13.0216,77.5895,2024-07-03 04:44:00,Pending,"Sec 279, 337 IPC",Medium,96.4,Standard Monitoring
KSP/BID/2024/03639,KPA 1963 VIOLATIONS,Bidar,Gandhi Gunj,17.899,77.5946,2024-05-10 23:13:00,Solved,"Sec 78, 87 KPA",Low,89.2,Standard Monitoring
KSP/MAN/2025/03640,BURGLARY / HOUSE BREAKING,Mangaluru,Barkarke,12.9582,74.8218,2025-08-31 00:46:00,Investigating,"Sec 454, 457, 380 IPC",High,95.1,High Risk Zone
KSP/BEN/2024/03641,KPA 1963 VIOLATIONS,Bengaluru City,Cubbon Park,12.9806,77.6649,2024-08-19 01:01:00,Closed,"Sec 78, 87 KPA",Low,87.4,Standard Monitoring
